grid_type,game_id,game_event_id,player_id,player_name,team_id,team_name,period,minutes_remaining,seconds_remaining,event_type,action_type,shot_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,loc_x,loc_y,shot_attempted_flag,shot_made_flag,game_date,htm,vtm,y,x,norm_x_jitter,norm_y_jitter,norm_x,norm_y
Shot Chart Detail,21900054,301,201580,JaVale McGee,1610612747,Los Angeles Lakers,2,4,30,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,10,1,1,20191029,LAL,MEM,511,234,234.0004056417527,511.00833427845055,0.48446823182908927,0.9274157604984002
Shot Chart Detail,21900054,629,201580,JaVale McGee,1610612747,Los Angeles Lakers,4,7,7,Made Shot,Running Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,4,1,1,20191029,LAL,MEM,517,241,241.00717502781995,517.0061237062057,0.498974861276985,0.9383009928328299
Shot Chart Detail,21900054,633,201580,JaVale McGee,1610612747,Los Angeles Lakers,4,6,30,Missed Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,22,1,0,20191029,LAL,MEM,499,239,239.0019371002886,499.00161874484365,0.49482326987062203,0.9056250841615631
Shot Chart Detail,21900054,646,201580,JaVale McGee,1610612747,Los Angeles Lakers,4,6,9,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,4,1,1,20191029,LAL,MEM,517,242,242.00757543493822,517.0015563579013,0.5010460637393418,0.9382927036709571
Shot Chart Detail,21900054,724,201580,JaVale McGee,1610612747,Los Angeles Lakers,4,0,36,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,1,1,1,20191029,LAL,MEM,520,239,239.0024896591116,520.0049742659883,0.49482441387374987,0.9437435288659238
Shot Chart Detail,21900074,386,201580,JaVale McGee,1610612747,Los Angeles Lakers,3,10,17,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,10,1,1,20191101,DAL,LAL,511,243,243.00176025076698,511.0063653286149,0.5031043976063919,0.9274121871024559
Shot Chart Detail,21900088,68,201580,JaVale McGee,1610612747,Los Angeles Lakers,1,6,35,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-8,20,1,1,20191103,SAS,LAL,501,233,233.00700501880226,501.00612842645506,0.48241152153416983,0.9092630167471891
Shot Chart Detail,21900100,7,201580,JaVale McGee,1610612747,Los Angeles Lakers,1,11,46,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-8,2,1,1,20191105,CHI,LAL,519,233,233.00011474944256,519.007686393239,0.4823972561032858,0.9419335769944979
Shot Chart Detail,21900100,83,201580,JaVale McGee,1610612747,Los Angeles Lakers,1,5,0,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20191105,CHI,LAL,527,241,241.00086327739223,527.004891999693,0.4989617935963497,0.9564474978483407
Shot Chart Detail,21900100,388,201580,JaVale McGee,1610612747,Los Angeles Lakers,3,6,41,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,5,1,1,20191105,CHI,LAL,516,247,247.00474816566765,516.0027669862727,0.5113920775864608,0.9364800267681926
Shot Chart Detail,21900100,404,201580,JaVale McGee,1610612747,Los Angeles Lakers,3,6,0,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,4,1,1,20191105,CHI,LAL,517,243,243.00408730804526,517.0027032643734,0.5031092154840442,0.9382947851617404
Shot Chart Detail,21900025,653,1629668,Zach Norvell Jr.,1610612747,Los Angeles Lakers,4,1,24,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,-49,204,1,0,20191025,LAL,UTA,317,192,192.0059479802782,317.0034170314098,0.3975240207962946,0.5753212724052714
